name,distance,distance_mi,moving_time,elapsed_time,total_elevation_gain,elevation_gain_ft,type,start_date,trainer,manual,gear_id,average_speed,avg_speed_mph,max_speed,max_speed_mph,average_cadence,average_watts,average_heartrate,max_heartrate,max_watts,average_temp
NYC - wu,7942.8,4.935427106,950,950,101,331.36484,VirtualRide,2018-10-19T14:54:40Z,FALSE,FALSE,b1477130,8.361,18.70305534,16.7,37.356898,77.4,183,,,648,
Watopia: FTP test success,17106.4,10.62942416,1808,1827,83,272.30972,VirtualRide,2018-10-18T14:36:43Z,FALSE,FALSE,b1477130,9.462,21.16592628,14.4,32.211936,81.7,216.8,155.8,180,365,
FTP Test (shorter): fail #2. Humidity is goodness,17380.9,10.79999056,1871,1871,86,282.15224,VirtualRide,2018-10-17T12:09:19Z,FALSE,FALSE,b1477130,9.29,20.7811726,13.5,30.19869,81.5,201.1,153.5,175,399,
Dunedin: hot walk to/from store,2253.1,1.400011433,1380,1380,0,0,Walk,2018-10-16T19:32:44Z,FALSE,TRUE,g2495690,1.633,3.65292302,0,0,,,,,,
FTP Test - fail #1,24812.7,15.41789698,3019,3038,181,593.83204,VirtualRide,2018-10-16T14:28:29Z,FALSE,FALSE,b1477130,8.219,18.38540986,18.2,40.712308,85.2,167.3,142.5,172,439,
CXB: true recovery this time.,32219,20.01995844,4421,4421,69,226.37796,Ride,2018-10-15T14:16:08Z,FALSE,FALSE,b1477130,7.288,16.30281872,10.4,23.264176,87,173.9,124.4,141,597,31
LAFD: spinning with Jill,31382.3,19.50005717,3900,3900,0,0,Ride,2018-10-14T13:07:25Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
CXB: great SCC recovery ride,83335,51.78196831,11440,14539,146,479.00264,Ride,2018-10-13T11:57:23Z,FALSE,FALSE,b1477130,7.285,16.2961079,12.7,28.409138,85.1,154.8,127.6,175,820,26
Ages Racing League (BRT),35840.4,22.27019208,3667,3667,309,1013.77956,VirtualRide,2018-10-12T17:32:22Z,FALSE,FALSE,b1477130,9.774,21.86385156,17.2,38.475368,82.6,240.3,164,178,469,
WBR 5 Laps Volcano Circuit Race,25543.6,15.87205719,2697,2714,131,429.79004,VirtualRide,2018-10-11T16:15:18Z,FALSE,FALSE,b1477130,9.471,21.18605874,13.8,30.869772,82.6,206.1,161.8,179,406,
Watopia,2935.5,1.824035135,397,397,12,39.37008,VirtualRide,2018-10-11T16:07:21Z,FALSE,FALSE,b1477130,7.394,16.53993436,13,29.08022,75.6,128.4,113.8,123,205,
CVR Races: Wednesday iTT series - FINISHED,17342.6,10.77619204,1756,1756,90,295.2756,VirtualRide,2018-10-10T18:10:19Z,FALSE,FALSE,b1477130,9.876,22.09201944,14.1,31.540854,88.8,226.1,166.8,180,329,
ZHR Masters Race - HOTHOTHOT,16126.6,10.02060467,1902,1979,211,692.25724,VirtualRide,2018-10-09T18:30:31Z,FALSE,FALSE,b1477130,8.479,18.96701426,18.9,42.278166,84.4,199.2,157.3,171,267,
Watopia,10855,6.744984292,1503,1549,61,200.13124,VirtualRide,2018-10-09T18:01:53Z,FALSE,FALSE,b1477130,7.222,16.15518068,13,29.08022,85.3,116.2,114.7,125,173,
WBR 3 Laps Flat Race - still shite but better,16249.5,10.09697119,1810,1957,84,275.59056,VirtualRide,2018-10-08T14:15:17Z,FALSE,FALSE,b1477130,8.978,20.08324732,13.3,29.751302,83.2,172.1,160.6,173,285,
Watopia - WU,10328.2,6.417645948,1242,1291,44,144.35696,VirtualRide,2018-10-08T13:48:47Z,FALSE,FALSE,b1477130,8.316,18.60239304,14.6,32.659324,73.4,166,137.2,166,351,
RDB: SCC Sunday funday.,66884,41.55979082,7565,9072,170,557.7428,Ride,2018-10-07T12:16:11Z,FALSE,FALSE,b1395475,8.841,19.77678654,16,35.79104,,195.8,,,,28
WBR 6 Laps Volcano Circuit Race: more garbage,9395.9,5.838341585,943,985,50,164.042,VirtualRide,2018-10-06T21:10:27Z,FALSE,FALSE,b1477130,9.964,22.28887016,14.1,31.540854,81.4,224.8,165,170,396,
Watopia,8610.9,5.350565199,1165,1194,43,141.07612,VirtualRide,2018-10-06T20:45:35Z,FALSE,FALSE,b1477130,7.391,16.53322354,13.5,30.19869,74.3,129.1,126.2,160,605,
WBR 4 Flat Lap #pst C. Shite,13680.9,8.500917144,1256,1256,65,213.2546,VirtualRide,2018-10-06T20:10:29Z,FALSE,FALSE,b1477130,10.892,24.36475048,15.3,34.225182,89.6,231,160,172,347,
Zwift: warm up,4013.8,2.494059691,559,647,11,36.08924,VirtualRide,2018-10-06T19:41:35Z,FALSE,FALSE,b1477130,7.18,16.0612292,10.5,23.48787,86.5,131.6,116.6,128,189,
Watopia Hard HR,34550.4,21.46862324,3615,3663,188,616.79792,VirtualRide,2018-10-03T14:04:22Z,FALSE,FALSE,b1477130,9.558,21.38067252,14.4,32.211936,86.1,199.6,150.9,177,545,
"Zwift: outdoors, 90 degrees, on rollers. ",27420.6,17.03837091,3067,3067,226,741.46984,VirtualRide,2018-10-02T15:48:19Z,FALSE,FALSE,b1477130,8.941,20.00048054,17.5,39.14645,87.1,194.3,150.9,177,550,
CXB: easy like Monday morning,29097,18.08003758,3767,4008,54,177.16536,Ride,2018-10-01T14:59:28Z,FALSE,FALSE,b1477130,7.724,17.27812456,10.2,22.816788,83.2,194.9,130.9,147,584,31
CXB: cruise to the beach,20657.4,12.83591327,3743,3953,95.5,313.32022,Ride,2018-09-30T13:50:35Z,FALSE,FALSE,b1477130,5.519,12.34567186,14.3,31.988242,,147.8,,,,
junky,3117.7,1.937248966,452,452,23,75.45932,VirtualRide,2018-09-30T13:28:24Z,FALSE,FALSE,b1477130,6.898,15.43041212,9.8,21.922012,66.4,116.6,142.3,149,193,
Innsbruck kom pr,11245.5,6.987629742,2567,2666,427,1400.91868,VirtualRide,2018-09-30T12:33:56Z,FALSE,FALSE,b1477130,4.381,9.80003414,11.4,25.501116,84,187.4,150.1,180,436,
CXB: great to ride with Jill again.,19901,12.3659081,4044,4647,48,157.48032,Ride,2018-09-29T16:06:46Z,FALSE,FALSE,b1477130,4.921,11.00798174,8,17.89552,64.3,99,127.1,161,556,37
CXB: SCC - surprise attack!,79071,49.13244154,10299,11829,163,534.77692,Ride,2018-09-29T12:20:44Z,FALSE,FALSE,b1477130,7.678,17.17522532,13,29.08022,78.6,174.3,154.1,180,952,31
Innsbruck - first Zwift,3139.7,1.950919132,312,312,22,72.17848,VirtualRide,2018-09-29T12:11:21Z,FALSE,FALSE,b1477130,10.063,22.51032722,12.9,28.856526,93,260,156.7,172,361,
CXB: aahhh Florida,29340,18.23103078,3604,4155,73,239.50132,Ride,2018-09-28T20:41:28Z,FALSE,FALSE,b1477130,8.141,18.21092854,11.8,26.395892,84,214.9,,,666,31
AFSP: thank you London!,19312.2,12.00004474,2700,2700,0,0,Ride,2018-09-27T18:45:05Z,FALSE,TRUE,b534975,7.153,16.00083182,0,0,,,,,,
AFSP: solo + class,28968.2,18.00000497,4200,4200,0,0,Ride,2018-09-26T10:49:44Z,FALSE,TRUE,b534975,6.897,15.42817518,0,0,,,,,,
AFSP: 30:00 PR ,27358.9,17.00003231,3000,3000,0,0,Ride,2018-09-23T15:16:19Z,FALSE,TRUE,b534975,9.12,20.4008928,0,0,,,,,,
AFSP: late spin - lights out in London,21726.2,13.5000348,2700,2700,0,0,Ride,2018-09-21T21:52:10Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
"AFSP: not easy, “easy” spin",30577.6,19.00003977,3900,3900,0,0,Ride,2018-09-20T19:20:43Z,FALSE,TRUE,b534975,7.84,17.5376096,0,0,,,,,,
AFSP: quick spin,17702.8,11.00000994,2100,2100,0,0,Ride,2018-09-19T18:35:33Z,FALSE,TRUE,b534975,8.43,18.8574042,0,0,,,,,,
"Easy Grinstead, England: run/walk to store, pt II",838.9,0.521268293,344,396,21,68.89764,Run,2018-09-19T07:22:51Z,FALSE,FALSE,g3154106,2.439,5.45589666,4,8.94776,,,,,,
"East Grinstead, England: Rockstar run pt I",1126.5,0.699974648,301,301,0,0,Run,2018-09-19T07:28:03Z,FALSE,TRUE,g3154106,3.743,8.37286642,0,0,,,,,,
RDB: London hills with Gunnar!,71750.5,44.58369373,9997,10829,583,1912.72972,Ride,2018-09-16T06:56:40Z,FALSE,FALSE,b258301,7.177,16.05451838,18.9,42.278166,77.9,35.6,151.7,190,468,14
CXB: 83 degree night riding. ð,51143,31.77878688,6689,6726,130,426.5092,Ride,2018-09-15T09:49:00Z,FALSE,FALSE,b1477130,7.646,17.10364324,12.2,27.290668,82.7,177.7,,,671,27
CXB: 20:00 power PR,32579,20.24365207,3860,4149,96,314.96064,Ride,2018-09-14T18:53:23Z,FALSE,FALSE,b1477130,8.44,18.8797736,12.1,27.066974,76,214.5,,,658,35
"NYC: Real Stairs. 42 fl up, 168 down",0,0,1125,1125,0,0,StairStepper,2018-09-13T12:17:57Z,FALSE,TRUE,,0,0,0,0,,,,,,
Staybridge Times Sq: quick spin,12874.8,8.000029826,1800,1800,0,0,Ride,2018-09-13T11:55:52Z,FALSE,TRUE,b534975,7.153,16.00083182,0,0,,,,,,
Peloton Studio,22530.9,14.0000522,2880,2880,0,0,Ride,2018-09-13T01:02:37Z,FALSE,TRUE,b534975,7.823,17.49958162,0,0,,,,,,
CXB: quick Monday spin.,25783,16.02081345,3324,3778,47,154.19948,Ride,2018-09-10T17:27:04Z,FALSE,FALSE,b1477130,7.757,17.35194358,10.2,22.816788,91.6,192.4,135.6,153,827,33
CXB: long solo,72451,45.01896425,9302,10034,144,472.44096,Ride,2018-09-08T12:09:01Z,FALSE,FALSE,b1477130,7.789,17.42352566,13,29.08022,83.2,175,147.1,177,804,28
CXB: to the crib,7082.4,4.400799332,1197,1466,21.3,69.881892,Ride,2018-09-06T15:35:17Z,FALSE,FALSE,b1477130,5.917,13.23597398,9.9,22.145706,,148.3,,,,
"CXB: easy, except for one sprint",40669,25.27054502,5358,5614,83,272.30972,Ride,2018-09-05T14:10:39Z,FALSE,FALSE,b1477130,7.59,16.9783746,12.7,28.409138,84,179.8,129.7,171,657,33
"LAFD: 10, 15, 60, 65 min PRs",36532.2,22.70005667,3900,3900,0,0,Ride,2018-09-04T21:19:07Z,FALSE,TRUE,b534975,9.367,20.95341698,0,0,,,,,,
CXB: Quick spin tofrom the house - beat the storm!,7453,4.631079496,1176,1800,20,65.6168,Ride,2018-09-04T18:21:02Z,FALSE,FALSE,b1477130,6.338,14.17772572,9,20.13246,79.6,151,,,596,36
CXB: Madeira Beach with Jason and Christie,57498,35.72760081,7471,7857,137,449.47508,Ride,2018-09-03T11:11:57Z,FALSE,FALSE,b1477130,7.696,17.21549024,16.5,36.90951,82.5,174.3,139.9,161,866,26
LAFD: spin with Jill!,33796.3,21.00004722,4200,4200,0,0,Ride,2018-09-02T13:03:20Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
CXB: SCC Saturday. Whew!,81220,50.46776823,10848,12521,180,590.5512,Ride,2018-09-01T12:13:07Z,FALSE,FALSE,b1477130,7.487,16.74796978,13.9,31.093466,78.6,168,150.5,180,837,30
CXB: three bridges ,32261,20.04605603,4279,4942,154,505.24936,Ride,2018-08-31T16:07:40Z,FALSE,FALSE,b1477130,7.539,16.86429066,19,42.50186,75,208.3,161.7,178,619,35
St John’s: 3/4 up Signal Hill,3073.4,1.909722222,2084,2101,140.2,459.973768,Walk,2018-08-29T20:39:46Z,FALSE,FALSE,g3154106,1.475,3.2994865,5.4,12.079476,,,,,,
CXB: easy cruise to Clearwater Beach,25766,16.01025014,3677,3698,143,469.16012,Ride,2018-08-28T12:21:08Z,FALSE,FALSE,b1477130,7.007,15.67423858,14.5,32.43563,82.6,184.8,,,478,27
CXB: un-recovery,35456,22.03133699,4139,4248,95,311.6798,Ride,2018-08-27T14:34:59Z,FALSE,FALSE,b1477130,8.566,19.16162804,13.2,29.527608,82.2,229.1,147.6,173,576,34
RDB: SCC Three Bridges,87152,54.15374215,10753,12229,322,1056.43048,Ride,2018-08-26T12:05:57Z,FALSE,FALSE,b1395475,8.105,18.1303987,16.8,37.580592,,186.4,156.5,184,,30
"AFSP: last London spin, until the next London spin.",27358.9,17.00003231,3600,3600,0,0,Ride,2018-08-24T14:21:10Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
AFSP: dumbell madness,0,0,876,876,0,0,WeightTraining,2018-08-24T14:06:43Z,FALSE,TRUE,,0,0,0,0,,,,,,
AGSP: 30 + 15. ð,21082.4,13.09999602,2700,2700,0,0,Ride,2018-08-22T19:26:05Z,FALSE,TRUE,b534975,7.808,17.46602752,0,0,,,,,,
AFSP: speed weights,0,0,680,680,0,0,WeightTraining,2018-08-22T19:10:59Z,FALSE,TRUE,,0,0,0,0,,,,,,
AFST: ugh,27358.9,17.00003231,3600,3600,0,0,Ride,2018-08-21T06:20:40Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
AFSP: back to weights. ð,0,0,863,863,0,0,WeightTraining,2018-08-19T16:47:02Z,FALSE,TRUE,,0,0,0,0,,,,,,
AFSP: hard warm up,9656.1,6.000022369,900,900,0,0,Ride,2018-08-19T16:27:38Z,FALSE,TRUE,b534975,10.729,24.00012926,0,0,,,,,,
London: to/from the Portrait Gallery,4828,2.999980116,2820,2820,0,0,Walk,2018-08-19T11:04:29Z,FALSE,TRUE,g3154106,1.712,3.82964128,0,0,,,,,,
AFSP: beat up,18185.6,11.30000795,2700,2700,0,0,Ride,2018-08-17T05:13:59Z,FALSE,TRUE,b534975,6.735,15.0657909,0,0,,,,,,
London: walk home,2348.1,1.459041696,1304,1384,59.8,196.194232,Walk,2018-08-16T19:23:05Z,FALSE,FALSE,g3154106,1.801,4.02872894,10.3,23.040482,,,,,,
AFSP: spin - sleep tonight?,19955.9,12.40002138,2700,2700,0,0,Ride,2018-08-16T20:12:22Z,FALSE,TRUE,b534975,7.391,16.53322354,0,0,,,,,,
London: Office walk,4567.1,2.837864372,2599,2755,59.3,194.553812,Walk,2018-08-16T15:06:12Z,FALSE,FALSE,g3154106,1.757,3.93030358,6,13.42164,,,,,,
AFSP: insomnia spin,20116.8,12.5,2700,2700,0,0,Ride,2018-08-16T00:31:49Z,FALSE,TRUE,b534975,7.451,16.66743994,0,0,,,,,,
Anytime Fitness St. Paul’s: spin class+,27358.9,17.00003231,3600,3600,0,0,Ride,2018-08-13T16:59:43Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
HGVC Seaworld: quick spin before travel,20116.8,12.5,2700,2700,0,0,Ride,2018-08-12T11:30:51Z,FALSE,TRUE,b521467,7.451,16.66743994,0,0,,,,,,
HGVC Seaworld: recumbent,20599.6,12.79999801,2700,2700,0,0,Ride,2018-08-11T11:56:34Z,FALSE,TRUE,b521467,7.629,17.06561526,0,0,,,,,,
"CXB: recovery, mind and body",27748,17.24180784,3874,3952,53,173.88452,Ride,2018-08-10T15:23:15Z,FALSE,FALSE,b1477130,7.163,16.02320122,9.9,22.145706,79.1,185,142.7,161,537,31
CXB: cruisin’,51341,31.90181838,6546,7299,107,351.04988,Ride,2018-08-09T17:34:42Z,FALSE,FALSE,b1477130,7.843,17.54432042,11.5,25.72481,77.7,192.4,,,656,35
CXB: heatpeats ♥️,26717,16.60117414,3919,3958,136,446.19424,Ride,2018-08-08T20:34:52Z,FALSE,FALSE,b1477130,6.817,15.24921998,13,29.08022,58.8,173.3,,,565,33
CXB: easy night riding,16809,10.44462837,2518,3632,25,82.021,Ride,2018-08-08T00:11:12Z,FALSE,FALSE,b1477130,6.676,14.93381144,9.4,21.027236,79.4,150,,,512,27
LAFD: recovery spin with Jill,32186.9,20.00001243,4200,4200,0,0,Ride,2018-08-05T13:24:02Z,FALSE,TRUE,b534975,7.664,17.14390816,0,0,,,,,,
CXB: SCC Crue,65455,40.67185139,9108,10828,97,318.24148,Ride,2018-08-04T12:14:30Z,FALSE,FALSE,b1477130,7.187,16.07688778,13,29.08022,78.2,163.8,,,854,30
CXB: hottie tottie,32228,20.02555078,4397,5122,165,541.3386,Ride,2018-08-03T17:15:28Z,FALSE,FALSE,b1477130,7.33,16.3967702,13.4,29.974996,84.3,180.3,147.5,181,720,30
LAFD: spin!,27358.9,17.00003231,3600,3600,0,0,Ride,2018-08-03T09:45:21Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
Best Western Sunnyvale,27358.9,17.00003231,3600,3600,0,0,Ride,2018-08-01T12:25:50Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
Watopia,7064.1,4.389428239,1024,1024,34,111.54856,VirtualRide,2018-07-31T14:35:18Z,FALSE,FALSE,b534975,6.899,15.43264906,12.5,27.96175,,110.4,,,177,
Watopia,4877.6,3.030800127,1484,1603,0,0,VirtualRun,2018-07-31T14:05:57Z,FALSE,FALSE,g3154106,3.287,7.35282178,3.8,8.500372,84.9,,,,266,
CXB: lazy ish hour,25437,15.80581902,3537,3537,44,144.35696,Ride,2018-07-29T11:23:20Z,FALSE,FALSE,b1477130,7.192,16.08807248,10.3,23.040482,83.5,171,,,781,19
CXB: SCC Crue - short version,61715,38.34792313,8551,9326,122,400.26248,Ride,2018-07-28T11:45:56Z,FALSE,FALSE,b1477130,7.217,16.14399598,12.4,27.738056,,186.9,,,,
"LAFD: 15, 20 min PRs then spin class",33796.3,21.00004722,4500,4500,0,0,Ride,2018-07-27T13:21:56Z,FALSE,TRUE,b534975,7.51,16.7994194,0,0,,,,,,
LAFD: back to LA Fitness Dunedin!,29612,18.40004374,3900,3900,0,0,Ride,2018-07-26T10:44:54Z,FALSE,TRUE,b534975,7.593,16.98508542,0,0,,,,,,
Quick Errand,2694.2,1.674098266,540,568,2.9,9.514436,Ride,2018-07-25T16:57:13Z,FALSE,FALSE,b1477130,4.989,11.16009366,7.8,17.448132,,107.3,,,,
CXB: short spin tofrom the new house,7779,4.833646504,1147,4508,21,68.89764,Ride,2018-07-24T16:04:18Z,FALSE,FALSE,b1477130,6.782,15.17092708,12.3,27.514362,72.3,164.3,,,531,25
CXB: SCC - 3 bridges. Good to be back.,65017.5,40.40000149,8426,8426,134.1,439.960644,Ride,2018-07-22T22:10:00Z,FALSE,TRUE,b1477130,7.716,17.26022904,0,0,,,,,,
CXB: back in FLORIDA!,24431,15.1807196,3141,3216,104,341.20736,Ride,2018-07-21T23:44:54Z,FALSE,FALSE,b1477130,7.778,17.39891932,11.2,25.053728,79.2,208.8,,,661,20
RDB: Final London outdoor ride - THANKS GUNNAR!!,45473.9,28.25617146,6975,7901,229,751.31236,Ride,2018-07-20T05:10:13Z,FALSE,FALSE,b258301,6.52,14.5848488,15.2,34.001488,,106.7,,,,17
London: home...sorta feels like home,3901.3,2.424155432,2116,2776,47.8,156.824152,Walk,2018-07-18T17:13:26Z,FALSE,FALSE,g3154106,1.844,4.12491736,8.4,18.790296,,,,,,
TGLCC: sloppy 5x5s,27358.9,17.00003231,3600,3600,0,0,Ride,2018-07-18T05:01:06Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
London: final Monday...until the next Monday.,3813.1,2.369350493,2083,2145,50.7,166.338588,Walk,2018-07-16T16:36:53Z,FALSE,FALSE,g3154106,1.831,4.09583714,6.9,15.434886,,,,,,
TGLCC: mid day spin class,18185.6,11.30000795,2400,2400,0,0,Ride,2018-07-13T11:00:47Z,FALSE,TRUE,b534975,7.577,16.94929438,0,0,,,,,,
TGLCC: spin class x 2,27358.9,17.00003231,3600,3600,0,0,Ride,2018-07-12T07:36:09Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
London: IT’S COMING HOME!,3470.2,2.156282311,2046,2116,47.4,155.511816,Walk,2018-07-11T16:32:48Z,FALSE,FALSE,g3154106,1.696,3.79385024,7.2,16.105968,,,,,,
TGLCC: spinaroo,27358.9,17.00003231,3600,3600,0,0,Ride,2018-07-10T06:28:59Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
London: “hot” walk home,3618.9,2.248680208,1906,1951,42.6,139.763784,Walk,2018-07-09T16:50:30Z,FALSE,FALSE,g3154106,1.899,4.24794906,7.9,17.671826,,,,,,
RDB: back and forth on the CSH for the weekly hondo.,34390.4,21.36920385,4636,5098,30,98.4252,Ride,2018-07-08T16:49:15Z,FALSE,FALSE,b258301,7.418,16.59362092,11.5,25.72481,,126,,,,26
TGLCC: more PR madness,34601,21.50006462,4200,4200,0,0,Ride,2018-07-08T12:05:15Z,FALSE,TRUE,b534975,8.238,18.42791172,0,0,,,,,,
RDB: easy cruise around London,33222.9,20.64375298,5171,5838,46,150.91864,Ride,2018-07-07T07:00:38Z,FALSE,FALSE,b258301,6.425,14.3723395,11.6,25.948504,,99.2,,,,22
TGLLCC: Stages PR-a-palooza,32186.9,20.00001243,3900,3900,0,0,Ride,2018-07-06T04:55:35Z,FALSE,TRUE,b534975,8.253,18.46146582,0,0,,,,,,
Hilton Garden Inn Glasgow: recumnent,27358.9,17.00003231,3600,3600,0,0,Ride,2018-07-04T07:58:56Z,FALSE,TRUE,b521467,7.6,17.000744,0,0,,,,,,
London: home!,4007.1,2.489896504,1939,1995,48.6,159.448824,Walk,2018-07-02T18:09:53Z,FALSE,FALSE,g3154106,2.067,4.62375498,17.9,40.041226,,,,,,
RBD: miles with mates. BOX HILL. ,138058,85.78526406,19569,24298,1112,3648.29408,Ride,2018-07-01T05:32:21Z,FALSE,FALSE,b258301,7.055,15.7816117,22.8,51.002232,82.7,2.1,121.7,161,350,23
London: a nice walkabout,3552.1,2.207172612,2058,2079,47.2,154.855648,Walk,2018-06-29T17:32:18Z,FALSE,FALSE,g3154106,1.726,3.86095844,4.6,10.289924,,,,,,
TGLCC: spin class++,24944.9,15.50004225,3300,3300,0,0,Ride,2018-06-29T08:23:12Z,FALSE,TRUE,b534975,7.559,16.90902946,0,0,,,,,,
Morning Ride,34279.1,21.30004524,4500,4500,0,0,Ride,2018-06-28T07:02:32Z,FALSE,TRUE,b534975,7.618,17.04100892,0,0,,,,,,
London: walk home,3591.8,2.231841048,2177,2226,47.3,155.183732,Walk,2018-06-27T16:55:14Z,FALSE,FALSE,g3154106,1.65,3.690951,14.2,31.764548,,,,,,
TGLCC: mod mybike spin,27358.9,17.00003231,3600,3600,0,0,Ride,2018-06-27T05:09:10Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
London: warm walk home,3512.8,2.182752724,1899,1899,50.1,164.370084,Walk,2018-06-26T15:21:17Z,FALSE,FALSE,g3154106,1.85,4.138339,13.1,29.303914,,,,,,
TGLCC: spin intervals,34279.1,21.30004524,4500,4500,0,0,Ride,2018-06-24T11:33:45Z,FALSE,TRUE,b534975,7.618,17.04100892,0,0,,,,,,
RDB: superhighways,38175.6,23.72121809,5839,6627,380.8,1249.343872,Ride,2018-06-23T06:47:10Z,FALSE,FALSE,b258301,6.538,14.62511372,14,31.31716,,156.4,,,,
TGLCC: spin!,41038.4,25.50007954,5400,5400,0,0,Ride,2018-06-22T05:37:35Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
TGLCC: not feeling it.,20438.7,12.70001939,2700,2700,0,0,Ride,2018-06-21T18:16:32Z,FALSE,TRUE,b534975,7.57,16.9336358,0,0,,,,,,
London: walk home,3379.6,2.099986081,1890,1890,0,0,Walk,2018-06-20T18:30:00Z,FALSE,TRUE,g3154106,1.788,3.99964872,0,0,,,,,,
London: home,3481,2.16299312,1880,1883,41.6,136.482944,Walk,2018-06-18T16:28:50Z,FALSE,FALSE,g3154106,1.852,4.14281288,7.9,17.671826,,,,,,
TGLCC: spin class x 2,32186.9,20.00001243,4200,4200,0,0,Ride,2018-06-18T18:35:37Z,FALSE,TRUE,b534975,7.664,17.14390816,0,0,,,,,,
RDB: London - all sorts,55187,34.29161199,9972,12357,223,731.62732,Ride,2018-06-17T09:57:26Z,FALSE,FALSE,b258301,5.534,12.37922596,20.4,45.633576,,128.2,,,,21
"RDB: London, from Gunnar's - thanks G!",30741,19.10157182,5184,6955,209,685.69556,Ride,2018-06-16T08:37:29Z,FALSE,FALSE,b258301,5.93,13.2650542,11.7,26.172198,,104.6,,,,18
THLCC: 5 x 5s - right then!,30577.6,19.00003977,4020,4020,0,0,Ride,2018-06-15T17:51:42Z,FALSE,TRUE,b534975,7.606,17.01416564,0,0,,,,,,
London: To and From Work,5149.9,3.199999503,2838,2838,0,0,Walk,2018-06-14T20:51:37Z,FALSE,TRUE,g3154106,1.815,4.0600461,0,0,,,,,,
TGLCC: Stages spin,23335.5,14.50000746,3000,3000,0,0,Ride,2018-06-13T04:49:39Z,FALSE,TRUE,b534975,7.778,17.39891932,0,0,,,,,,
The Gym London CC: myride,22530.9,14.0000522,3000,3000,0,0,Ride,2018-06-12T19:26:03Z,FALSE,TRUE,b534975,7.51,16.7994194,0,0,,,,,,
Morning Ride,64046.8,39.79683647,9526,12323,339,1112.20476,Ride,2018-06-12T08:29:05Z,FALSE,FALSE,b1477130,6.723,15.03894762,13.8,30.869772,73.5,112.3,132.5,170,656,14
London: walk “home”,3440.4,2.13776545,1893,1893,49.8,163.385832,Walk,2018-06-11T18:24:44Z,FALSE,FALSE,g3154106,1.817,4.06451998,3.9,8.724066,,,,,,
London: that was dangerous,15198,9.44359938,3332,3805,134.6,441.601064,Ride,2018-06-10T17:06:18Z,FALSE,FALSE,b3365885,4.561,10.20268334,11.8,26.395892,,137,,,,
Morning Ride,35201.4,21.87313589,5267,5612,248,813.64832,Ride,2018-06-10T08:51:19Z,FALSE,FALSE,b1477130,6.683,14.94947002,13.6,30.422384,72,132.8,147.2,185,641,19
"Peloton: final Peloton ride, 1:15:00 PR",35405.6,22.00001988,4800,4800,0,0,Ride,2018-06-09T10:36:29Z,FALSE,TRUE,b2468160,7.376,16.49966944,0,0,,,,,,
"Peloton: unoff 15:00, off 20:00, then off 15:00 PRs.",28968.2,18.00000497,3600,3600,0,0,Ride,2018-06-07T19:53:52Z,FALSE,TRUE,b2468160,8.047,18.00065618,0,0,,,,,,
Peloton: easy on a conf call,12070.1,7.500012427,1800,1800,0,0,Ride,2018-06-07T19:17:49Z,FALSE,TRUE,b2468160,6.706,15.00091964,0,0,,,,,,
FTB: Portage trail (first half).,9656.1,6.000022369,1577,1577,0,0,Ride,2018-06-05T21:58:32Z,FALSE,TRUE,b2653090,6.123,13.69678362,0,0,,,,,,
FTB: Portage trail - what’s left if it (2nd half only),9769,6.070175177,1577,1642,50,164.042,Ride,2018-06-05T21:48:59Z,FALSE,FALSE,b2653090,6.195,13.8578433,10.4,23.264176,,235.8,,,,15
Peloton: up and down the river of pain,41038.4,25.50007954,5400,5400,0,0,Ride,2018-06-04T23:49:05Z,FALSE,TRUE,b2468160,7.6,17.000744,0,0,,,,,,
Easy short spin,8851.4,5.500004971,1200,1200,0,0,Ride,2018-06-04T17:59:00Z,FALSE,TRUE,b2468160,7.376,16.49966944,0,0,,,,,,
Peloton: max and min,19312.2,12.00004474,2700,2700,0,0,Ride,2018-06-04T00:00:56Z,FALSE,TRUE,b2468160,7.153,16.00083182,0,0,,,,,,
Peloton: VandeVelde / Hincapie,25749.6,16.00005965,3600,3600,0,0,Ride,2018-06-02T13:43:14Z,FALSE,TRUE,b2468160,7.153,16.00083182,0,0,,,,,,
Peloton: incrementals to the top!,32186.9,20.00001243,4200,4200,0,0,Ride,2018-06-01T21:24:21Z,FALSE,TRUE,b2468160,7.664,17.14390816,0,0,,,,,,
Peloton: power zones,32186.9,20.00001243,4200,4200,0,0,Ride,2018-05-31T09:34:08Z,FALSE,TRUE,b2468160,7.664,17.14390816,0,0,,,,,,
